# .PCD v.7 - Point Cloud Data file format
VERSION .7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 54272
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 54272
DATA ascii
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -1008.7578 422.29465 1782.0
 -1021.21173 437.3807 1804.0
 -1024.0421 448.49295 1809.0
 -1028.0046 460.1667 1816.0
 -1027.4386 469.84607 1815.0
 -1035.9298 483.744 1830.0
 -1063.6678 506.97974 1879.0
 -1069.8948 520.29095 1890.0
 -1067.0642 529.2304 1885.0
 -1071.0269 541.5499 1892.0
 -1071.0269 551.9041 1892.0
 -1069.3286 561.36676 1889.0
 -1065.9321 569.8886 1883.0
 -1069.8948 582.3504 1890.0
 -0.0 0.0 0.0
 -2529.2537 1425.5919 4468.0
 -2539.443 1455.8853 4486.0
 -2542.2737 1482.0856 4491.0
 -2534.9146 1502.3018 4478.0
 -2538.8772 1529.1947 4485.0
 -2531.518 1549.236 4472.0
 -2527.5554 1571.2461 4465.0
 -2530.952 1597.8256 4471.0
 -2518.498 1614.311 4449.0
 -2518.498 1638.6587 4449.0
 -2526.4233 1668.2395 4463.0
 -2524.159 1691.1467 4459.0
 -2515.6677 1709.7781 4444.0
 -2517.366 1735.2689 4447.0
 -2525.2913 1765.1451 4461.0
 -2519.6304 1785.5469 4451.0
 -0.0 0.0 0.0
 -342.47952 249.32146 605.0
 -301.15555 222.14948 532.0
 -0.0 0.0 0.0
 -311.34503 235.6857 550.0
 -291.53217 223.5059 515.0
 -0.0 0.0 0.0
 -289.83392 227.80789 512.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -310.21286 306.80447 548.0
 -0.0 0.0 0.0
 -306.25027 308.80682 541.0
 -292.6643 297.93677 517.0
 -0.0 0.0 0.0
 -326.62924 338.82898 577.0
 -0.0 0.0 0.0
 -0.0 -0.0 0.0
 -1490.0994 -1479.3134 2658.0
 -0.0 -0.0 0.0
 -1494.0236 -1454.0402 2665.0
 -0.0 -0.0 0.0
 -1517.0085 -1446.7922 2706.0
 -0.0 -0.0 0.0
 -1575.3119 -1471.6407 2810.0
 -1565.221 -1446.9344 2792.0
 -1587.6454 -1452.1656 2832.0
 -1606.1455 -1453.4081 2865.0
 -1626.3275 -1455.7948 2901.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -1654.3579 -1432.4369 2951.0
 -1679.0247 -1437.4044 2995.0
 -1698.646 -1437.6201 3030.0
 -1681.8276 -1406.9683 3000.0
 -1721.631 -1423.4602 3071.0
 -1744.616 -1425.4336 3112.0
 -1772.6464 -1431.0314 3162.0
 -1788.3434 -1426.2457 3190.0
 -1799.5555 -1417.6206 3210.0
 -1819.7375 -1415.7551 3246.0
 -1832.6316 -1407.8967 3269.0
 -1853.9347 -1406.1646 3307.0
 -1872.9955 -1402.3376 3341.0
 -1892.6167 -1398.5529 3376.0
 -1916.7229 -1397.6554 3419.0
 -1926.2533 -1385.8009 3436.0
 -1944.7534 -1380.1259 3469.0
 -1966.0566 -1376.0515 3507.0
 -1978.39 -1365.3708 3529.0
 -1993.5265 -1356.3566 3556.0
 -2017.072 -1352.686 3598.0
 -2032.2084 -1342.9985 3625.0
 -2052.3904 -1336.3008 3661.0
 -2056.8752 -1319.1418 3669.0
 -2082.6633 -1315.3497 3715.0
 -2097.7998 -1304.4309 3742.0
 -2123.5876 -1299.736 3788.0
 -2129.1938 -1282.3821 3798.0
 -2154.982 -1276.8772 3844.0
 -2188.0579 -1275.1157 3903.0
 -2203.1943 -1262.4293 3930.0
 -2216.649 -1248.5001 3954.0
 -2248.6038 -1244.5476 4011.0
 -2285.0432 -1242.4095 4076.0
 -2302.422 -1229.3827 4107.0
 -0.0 -0.0 0.0
 -2345.0283 -1206.3485 4183.0
 -2398.2864 -1210.3341 4278.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -1001.2481 423.24252 1786.0
 -1012.4603 437.86566 1806.0
 -1015.8239 449.23672 1812.0
 -1020.8694 461.4337 1821.0
 -1017.5058 469.84607 1815.0
 -1027.5967 484.53702 1833.0
 -1058.9908 509.6779 1889.0
 -1068.5211 524.69556 1906.0
 -1068.5211 535.12634 1906.0
 -1070.2031 546.41583 1909.0
 -1069.0818 556.27966 1907.0
 -1069.0818 566.71594 1907.0
 -1062.915 573.82306 1896.0
 -1067.4 586.66406 1904.0
 -0.0 0.0 0.0
 -2505.3628 1425.911 4469.0
 -2510.9688 1453.6134 4479.0
 -2503.681 1473.8353 4466.0
 -2509.8474 1501.9662 4477.0
 -2513.772 1528.8539 4484.0
 -2506.484 1548.8894 4471.0
 -2504.802 1572.3019 4468.0
 -2496.9536 1591.7501 4454.0
 -2500.878 1618.6652 4461.0
 -2491.9082 1637.1853 4445.0
 -2494.7112 1663.3801 4450.0
 -2495.2717 1688.1124 4451.0
 -2481.8171 1703.2374 4427.0
 -2480.1353 1726.2941 4424.0
 -2479.5747 1750.1091 4423.0
 -2479.5747 1774.3146 4423.0
 -2489.105 1805.4326 4440.0
 -294.88046 216.76543 526.0
 -362.15356 269.75293 646.0
 -299.36533 225.90701 534.0
 -294.88046 225.40121 526.0
 -324.03214 250.84741 578.0
 -345.3353 270.71024 616.0
 -281.98645 223.80345 503.0
 -339.7292 272.9484 606.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -310.0169 315.6565 553.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -294.88046 308.8805 526.0
 -330.75946 349.69174 590.0
 -0.0 -0.0 0.0
 -1452.2374 -1455.9381 2616.0
 -1479.4391 -1468.6246 2665.0
 -1465.0056 -1439.8545 2639.0
 -1491.0969 -1450.7985 2686.0
 -1517.7434 -1461.7627 2734.0
 -1528.291 -1456.8551 2753.0
 -1544.9452 -1457.5006 2783.0
 -1563.8198 -1459.8905 2817.0
 -1553.8275 -1435.2443 2799.0
 -1585.4701 -1448.8424 2856.0
 -1603.2346 -1449.271 2888.0
 -1607.6757 -1437.4369 2896.0
 -1629.8811 -1441.2235 2936.0
 -1652.0865 -1444.5721 2976.0
 -1688.7256 -1459.9613 3042.0
 -1680.9537 -1436.6711 3028.0
 -1698.163 -1434.6387 3059.0
 -1709.8208 -1427.6318 3080.0
 -1749.7906 -1443.7554 3152.0
 -1752.5663 -1428.7686 3157.0
 -1762.5588 -1419.5392 3175.0
 -1781.4333 -1417.179 3209.0
 -1804.194 -1417.4996 3250.0
 -1813.6313 -1407.0353 3267.0
 -1847.4946 -1415.094 3328.0
 -1858.5974 -1405.2758 3348.0
 -1876.917 -1400.6241 3381.0
 -1892.4607 -1393.5674 3409.0
 -1908.5597 -1386.6075 3438.0
 -1925.7689 -1380.1259 3469.0
 -1951.3052 -1379.1906 3515.0
 -1965.7388 -1370.0137 3541.0
 -1975.7312 -1357.5009 3559.0
 -2000.1572 -1354.5658 3603.0
 -2012.9253 -1343.369 3626.0
 -2023.4729 -1330.4606 3645.0
 -2055.1157 -1331.0065 3702.0
 -2063.998 -1316.4119 3718.0
 -2072.8801 -1301.6422 3734.0
 -2096.751 -1295.9615 3777.0
 -2107.8538 -1282.0444 3797.0
 -2122.2874 -1269.9015 3823.0
 -2158.9263 -1270.5419 3889.0
 -2177.2458 -1259.8595 3922.0
 -2205.0027 -1254.1837 3972.0
 -2215.5503 -1238.3419 3991.0
 -2237.7559 -1228.6931 4031.0
 -2269.3987 -1223.6953 4088.0
 -2269.3987 -1201.3232 4088.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -1002.0216 427.74512 1805.0
 -999.801 436.65338 1801.0
 -1003.1319 447.99713 1807.0
 -1008.1281 460.1667 1816.0
 -1009.2384 470.62268 1818.0
 -1019.2309 485.33002 1836.0
 -1059.7559 515.07416 1909.0
 -1069.7483 530.47656 1927.0
 -1068.638 540.4607 1925.0
 -1070.3033 551.85425 1928.0
 -1069.1931 561.822 1926.0
 -1065.8623 570.5792 1920.0
 -1069.1931 582.9025 1926.0
 -1063.0867 590.0534 1915.0
 -0.0 0.0 0.0
 -2486.4568 1429.1017 4479.0
 -2479.7954 1449.719 4467.0
 -2482.571 1475.8153 4472.0
 -2481.4607 1499.6178 4470.0
 -2474.244 1519.648 4457.0
 -2485.3467 1550.968 4477.0
 -2468.6926 1564.9119 4447.0
 -2475.9094 1593.8944 4460.0
 -2465.3618 1611.4083 4441.0
 -2461.4758 1633.1339 4434.0
 -2470.358 1663.3801 4450.0
 -2472.5784 1689.2502 4454.0
 -2478.13 1717.4727 4464.0
 -2462.0308 1730.5863 4435.0
 -2454.259 1749.3179 4421.0
 -2455.3694 1774.3146 4423.0
 -0.0 0.0 0.0
 -295.3327 219.23805 532.0
 -300.88406 226.32521 542.0
 -280.344 213.63864 505.0
 -0.0 0.0 0.0
 -292.557 228.71382 527.0
 -0.0 0.0 0.0
 -290.8916 233.14713 524.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -285.34024 299.02087 514.0
 -325.8652 344.70123 587.0
 -0.0 0.0 0.0
 -0.0 -0.0 0.0
 -1414.8352 -1432.563 2574.0
 -1472.5499 -1476.3397 2679.0
 -0.0 -0.0 0.0
 -1491.2384 -1465.382 2713.0
 -1493.4371 -1452.6736 2717.0
 -1515.9734 -1459.5011 2758.0
 -1550.0526 -1476.878 2820.0
 -1558.847 -1469.7372 2836.0
 -1559.9464 -1455.2422 2838.0
 -1573.1384 -1451.8861 2862.0
 -1585.7808 -1447.7655 2885.0
 -1600.6216 -1445.3785 2912.0
 -1631.9525 -1457.4224 2969.0
 -1625.3564 -1435.3492 2957.0
 -1656.1377 -1446.0431 3013.0
 -1653.3894 -1427.1819 3008.0
 -1682.5215 -1435.5768 3061.0
 -1701.2101 -1434.5846 3095.0
 -1727.594 -1439.6329 3143.0
 -1731.4417 -1425.6005 3150.0
 -0.0 -0.0 0.0
 -1766.0706 -1418.9456 3213.0
 -1780.9114 -1413.1382 3240.0
 -1801.7987 -1411.7727 3278.0
 -1814.4409 -1403.6133 3301.0
 -1825.9839 -1394.3628 3322.0
 -1855.116 -1398.1385 3375.0
 -1877.1025 -1396.0201 3415.0
 -1894.1422 -1389.8341 3446.0
 -1912.8307 -1384.5022 3480.0
 -1922.175 -1372.1278 3497.0
 -1943.0623 -1367.6923 3535.0
 -1957.3535 -1358.2638 3561.0
 -1971.6449 -1348.5505 3587.0
 -1985.9362 -1338.5529 3613.0
 -2002.4259 -1329.7306 3643.0
 -2020.0153 -1321.2991 3675.0
 -2043.6508 -1316.4119 3718.0
 -2060.6904 -1306.8711 3749.0
 -2077.73 -1296.991 3780.0
 -2096.968 -1288.1221 3815.0
 -2120.6038 -1281.5276 3858.0
 -2139.2922 -1271.522 3892.0
 -2149.7358 -1256.326 3911.0
 -2178.3186 -1251.3419 3963.0
 -2200.3052 -1242.0652 4003.0
 -2219.5432 -1230.8268 4038.0
 -2221.742 -1209.9257 4042.0
 -2285.503 -1221.8939 4158.0
 -2304.1917 -1208.9441 4192.0
 -2341.019 -1204.9585 4259.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -989.3952 426.56024 1800.0
 -988.2959 435.92603 1798.0
 -991.59393 447.25333 1804.0
 -997.6402 459.91327 1815.0
 -1000.3885 471.14044 1820.0
 -1009.7328 485.59436 1837.0
 -1058.6528 519.66095 1926.0
 -1067.4475 534.60583 1942.0
 -1069.6461 546.3567 1946.0
 -1067.9972 556.14764 1943.0
 -1069.0964 567.3644 1945.0
 -1068.5469 577.7114 1944.0
 -1070.1958 589.2581 1947.0
 -1076.2421 603.3027 1958.0
 -0.0 0.0 0.0
 -2460.8457 1428.4635 4477.0
 -2452.6008 1448.0964 4462.0
 -2447.1042 1469.215 4452.0
 -2453.7002 1497.6049 4464.0
 -2452.0513 1521.0118 4461.0
 -2453.1506 1546.118 4463.0
 -2441.0579 1562.8005 4441.0
 -2437.2102 1584.6028 4434.0
 -2447.1042 1615.3995 4452.0
 -2447.1042 1639.7635 4452.0
 -2443.2566 1661.5111 4445.0
 -2444.356 1686.5955 4447.0
 -2444.9055 1711.3169 4448.0
 -2440.5083 1732.5375 4440.0
 -2436.1108 1753.6703 4432.0
 -2425.1177 1769.9019 4412.0
 -0.0 0.0 0.0
 -302.86487 227.06798 551.0
 -293.52057 222.98463 534.0
 -305.06354 234.79099 555.0
 -307.81183 239.97089 560.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -314.95746 258.08487 573.0
 -287.47427 238.42656 523.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -341.891 358.44617 622.0
 -299.5669 317.0552 545.0
 -0.0 0.0 0.0
 -0.0 0.0 0.0
 -1418.707 -1465.1963 2607.0
 -1426.3257 -1458.721 2621.0
 -1457.3446 -1475.7887 2678.0
 -1463.3306 -1467.1348 2689.0
 -1467.14 -1456.1998 2696.0
 -1480.2006 -1454.2775 2720.0
 -1492.1729 -1451.0342 2742.0
 -1500.8799 -1444.4077 2758.0
 -0.0 -0.0 0.0
 -1547.6803 -1458.3188 2844.0
 -1575.4341 -1468.6271 2895.0
 -1559.6526 -1438.2308 2866.0
 -1596.6575 -1456.2983 2934.0
 -1617.3368 -1458.895 2972.0
 -1621.1461 -1446.0282 2979.0
 -1632.5741 -1439.804 3000.0
 -1667.4023 -1453.7518 3064.0
 -1673.3885 -1442.1425 3075.0
 -1681.0073 -1431.8035 3089.0
 -1699.5096 -1430.472 3123.0
 -1719.1006 -1429.6737 3159.0
 -1743.045 -1432.058 3203.0
 -1750.1196 -1420.2704 3216.0
 -1770.2545 -1418.8081 3253.0
 -1789.3013 -1416.0796 3288.0
 -1803.4502 -1409.141 3314.0
 -1819.2318 -1403.1771 3343.0
 -1840.4553 -1401.0385 3382.0
 -1852.4275 -1391.5234 3404.0
 -1877.4603 -1391.4473 3450.0
 -1887.7999 -1380.1259 3469.0
 -1899.7722 -1369.7736 3491.0
 -1920.4514 -1365.3708 3529.0
 -1934.6003 -1355.9752 3555.0
 -1949.8376 -1347.0468 3583.0
 -1969.4286 -1340.7758 3619.0
 -1986.2987 -1332.2855 3650.0
 -1997.7267 -1319.8608 3671.0
 -2016.7733 -1312.1631 3706.0
 -2036.9083 -1304.7795 3743.0
 -2062.4854 -1300.4221 3790.0
 -2082.6204 -1292.1738 3827.0
 -2094.0486 -1278.2058 3848.0
 -2119.0813 -1272.1755 3894.0
 -2124.5232 -1254.0774 3904.0
 -2145.2026 -1244.7109 3942.0
 -2186.0168 -1246.4092 4017.0
 -2208.3286 -1236.9231 4058.0
 -2231.7288 -1227.5867 4101.0
 -2278.5293 -1230.4159 4187.0
 -2281.7947 -1209.2324 4193.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
 -0.0 -0.0 0.0
